,Brand,Model,Year,Overall Score,Road Test Score,Reliability Score,Owner Satisfaction,Warranty,Drivetrain Warranty,Corrosion Waranty,Roadside Aid,Free Maintenance,Acceleration Score,Zero To Sixty,Transmission Score,Fuel Economy Score,Overall Fuel Economy,City Fuel Economy,Highway Fuel Economy,Annual Fuel Cost,Braking Score,Emergency Handling Score,Ride Score,Noise Score,Front Seat Score,Rear Seat Score,Interior Finish Score,Trunk Score,Seats,Zero To Thirty,Fortyfive To Sixty,Quarter Mile,Quarter Speed,Routine Handling Score,Avoidance Max Speed,Wet Braking,Dry Braking,Headlights,Driving Position,Front Shoulder Room,Front Leg Room,Front Head Room,Rear Shoulder Room,Rear Leg Room,Rear Head Room,Third Row Score,Third Shoulder Room,Third Leg Room,Third Head Room,Front Access,Rear Access,Third Access,Usability,Climate System,Fuel Capacity,Fuel Type,Forward Collision Warning,City Automatic Braking,Highway Automatic Braking,Pedestrian Detection,Lane Departure Warning,Lane Keep Assist,Blind Spot Warning,Rear Traffic Warning,Rear View Camera,Anti Lock Breaks,Traction Control,Stability Control,Daytime Running Lights,Side Airbags,Head Airbags,IIHS Moderate Overlap,IIHS Driver Overlap,IIHS Passenger Overlap,IIHS Side Crash,IIHS Rear Crash,IIHS Roof Crush,Length,Width,Height,Wheelbase,Turning Circle,Curb Weight,Max Load,Towing Capacity,Driving Satisfaction,Comfort Satisfaction,Value Satisfaction,Styling Satisfaction,Nameplate (Cleaned)
0,lexus,gs,2020,87,83,5,4,"4 years/50,000 miles","6 years/70,000 miles",6 years/unlimited miles,4 years/unlimited miles,"1 years/10,000 miles",5,6.2,5,3,21,13,32,"1,600",4,4,4,4,5,4,5,3,"2 front, 3 rear",2.6,3.8,14.7,99,4,54,137,147,3,4,56.5,43,3,55,28,2.5,N,,,,4,4,N,3,5,17.5,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,,,Good,,Good,192,72,57,112,37,3845,825,,90,83,69,80,gs
0,honda,civic,2020,73,76,3,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,8.7,4,5,32,21,45,905,5,4,4,3,3,3,3,3,"2 front, 3 rear",3.7,5.3,16.8,88,4,56,129,140,2,4,56.5,42,5,54,30,2,N,,,,2,2,N,5,4,12.4,Regular,Standard,Standard,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,182,71,56,106,37,2745,850,,80,57,74,80,civic
0,fiat,500l,2020,29,50,1,1,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,,3,9.5,2,4,27,18,37,"1,265",4,3,2,3,3,4,3,2,"2 front, 3 rear",3.9,5.8,17.4,84,4,52,132,138,3,3,56,41,7,52.5,28.5,3.5,N,,,,5,5,N,3,5,13.1,Premium,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Poor,,Good,Good,Good,167,70,66,103,37,3330,860,,,,,,500l
0,toyota,corolla-hatchback,2020,76,66,5,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",3,8.7,4,5,36,24,51,805,5,4,3,3,4,2,3,2,"2 front, 3 rear",3.4,5.4,16.8,87,4,54,129,133,2,3,54,42,4.5,53,26,3,N,,,,3,2,N,4,4,13.2,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,170,70,57,104,39,3020,860,,71,55,66,80,corollahatchback
0,volkswagen,gti,2020,80,82,3,4,,,,,,4,6.6,5,4,29,20,39,"1,175",4,4,3,4,5,4,4,3,"2 front, 3 rear",2.7,4.5,15.2,97,5,55,132,144,3,4,55.5,42.5,4,52.5,27,3.5,N,,,,4,3,N,5,5,13.2,Regular,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Acceptable,Good,Good,Good,168,71,58,104,37,3155,1045,,95,76,75,84,gti
0,fiat,124,2020,64,76,2,3,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,,4,7.1,5,5,31,23,40,"1,075",5,5,2,1,3,N,3,1,2 front,2.3,4.6,15.4,92,5,56,121,130,3,2,51.5,40.5,2,,,,N,,,,1,N,N,3,4,11.9,Premium,,,,,,,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,160,69,49,91,32,2450,340,,,,,,124
0,mercedes-benz,glb,2020,68,81,2,4,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,4,6.8,5,4,26,17,38,"1,290",5,4,4,4,4,2,4,2,"2 front, 3 rear, 2 third",2.7,4.8,15.4,93,4,55,125,135,2,4,55.5,42.5,5,53,30,3.5,N,,,,5,4,N,1,5,15.9,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,182,72,65,111,38,3785,935,,,,,,glb
0,hyundai,venue,2020,63,61,3,4,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,8.9,4,5,32,23,41,905,5,4,2,2,3,2,2,3,"2 front, 3 rear",3.4,5.9,17,83,4,56,125,138,2,3,53.5,41,5.5,50.5,25.5,3.5,N,,,,4,3,N,5,4,11.9,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,159,70,62,99,34,2645,840,,,,,,venue
0,ford,expedition,2020,73,73,3,5,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,7.3,4,1,16,11,23,"1,770",3,2,3,4,4,5,4,5,"2 front, 3 rear, 3 third",2.7,5,15.7,92,2,47,143,157,3,4,65,42.5,4.5,64.5,33,2.5,3,63.5,26.5,3,4,4,2,5,5,28.3,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard front,Standard with rollover,,,,,,,222,82,76,132,45,6035,1510,9300,82,87,55,79,expedition
0,porsche,cayenne,2020,88,87,5,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,"4 years/50,000 miles","1 years/10,000 miles",4,6.5,4,3,21,15,29,"1,575",4,3,3,5,5,5,5,3,"2 front, 3 rear",2.8,3.1,14.9,100,5,50,131,140,3,4,59,42.5,4.5,55.5,29,2.5,N,,,,5,4,N,2,5,23.8,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Optional,,Standard,Standard,Standard,Standard,Standard,Standard front & optional rear,Standard with rollover,,,,,,,194,78,67,114,41,4680,1475,7715,81,81,40,81,cayenne
0,mercedes-benz,e-class,2020,78,85,3,3,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,4,7.1,5,3,24,15,36,"1,420",5,4,4,5,5,3,5,3,"2 front, 3 rear",2.8,4.7,15.6,93,5,55,128,143,1,4,57.5,43.5,4,56,27.5,2.5,N,,,,4,3,N,1,5,17.4,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & optional rear,Standard,Good,Good,Good,Good,Good,Good,194,73,57,116,39,4030,1070,,89,81,48,86,eclass
0,bmw,x5,2020,72,98,1,5,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",5,6,5,3,23,15,33,"1,490",5,3,4,5,5,4,5,3,"2 front, 3 rear",2.4,3,14.5,100,4,52,129,142,2,4,59.5,42,4.5,57,28.5,4.5,N,,,,4,4,N,3,5,21.9,Premium,Standard,Standard,Optional,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,Good,Good,Good,Good,Good,Good,194,79,69,117,42,4740,950,7200,95,92,53,89,x5
0,land-rover,range-rover-velar,2020,54,76,1,2,"4 years/50,000 miles","4 years/50,000 miles",6 years/unlimited miles,"4 years/50,000 miles",,4,8.4,5,3,21,14,30,"1,585",5,3,3,4,4,4,5,2,"2 front, 3 rear",3,5.4,16.5,88,4,52,130,134,3,4,57,42.5,4.5,55,28.5,4,N,,,,4,4,N,2,5,15.8,Premium,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,189,80,66,113,39,4350,825,5500,,,,,rangerovervelar
0,hyundai,palisade,2020,87,88,4,5,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",4,7.1,5,3,21,15,29,"1,370",4,3,4,5,4,5,4,4,"2 front, 3 rear, 3 third",2.6,5.2,15.4,94,3,53,132,137,4,4,60.5,42,5,60,31,4.5,1,55,23,2.5,5,5,1,4,5,18.8,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,196,78,69,114,40,4395,1175,5000,86,86,66,90,palisade
0,bmw,x2,2020,74,77,4,1,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",4,8,5,4,25,17,36,"1,345",4,4,3,4,5,3,4,1,"2 front, 3 rear",3.4,4.7,16.2,92,4,53,134,141,4,4,55,42,4,53,26.5,2.5,N,,,,3,3,N,4,5,16.1,Premium,Standard,Standard,,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,172,72,60,105,39,3645,900,,,,,,x2
0,kia,telluride,2020,92,97,4,5,"5 years/60,000 miles","10 years/100,000 miles","5 years/100,000 miles","5 years/60,000 miles",,4,7.2,5,3,21,14,30,"1,380",5,4,4,5,4,5,4,4,"2 front, 3 rear, 3 third",2.7,5.1,15.5,93,3,54,127,133,4,4,62.5,43,5.5,59,32,5.5,1,54.5,25,,5,5,2,4,5,18.8,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,197,78,69,114,40,4300,1325,5000,92,97,89,98,telluride
0,chevrolet,colorado,2020,37,61,1,2,,,,,,4,7.5,4,2,18,13,26,"1,560",4,2,2,3,2,3,3,4,"2 front, 3 rear",3,4.9,15.8,91,3,49,132,150,3,3,57.5,43,5.5,55.5,28,3,N,,,,3,3,N,5,3,21,Regular,Optional,,,,Optional,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Marginal,Good,Good,Good,213,74,79,128,43,4500,1555,7000,69,58,52,78,colorado
0,hyundai,santa-fe,2020,78,80,3,5,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,8.7,3,3,21,14,31,"1,345",4,3,3,4,4,5,4,3,"2 front, 3 rear",3.3,5.4,16.7,87,4,52,136,141,3,4,58,42.5,4.5,56,30,3.5,N,,,,5,5,N,5,5,18.8,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,188,74,66,109,39,4015,860,3500,73,83,82,86,santafe
0,chevrolet,trax,2020,53,55,3,1,,,,,,2,10.8,4,4,25,18,34,"1,145",4,3,2,3,3,3,3,2,"2 front, 3 rear",4,6.8,18.2,78,3,54,130,141,3,3,53,43,6.5,50,26,4,N,,,,4,3,N,3,3,14,Regular,Optional,,,,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Acceptable,Good,Good,Good,167,70,66,101,38,3255,945,,54,42,63,62,trax
0,jaguar,i-pace,2020,61,76,2,5,"5 years/60,000 miles","5 years/60,000 miles",6 years/unlimited miles,"5 years/60,000 miles","5 years/60,000 miles",5,4.3,5,5,76,80,72,A,4,4,3,5,4,4,5,2,"2 front, 3 rear",2,2.5,13,108,5,52,136,142,3,3,57.5,42,5.5,54,29.5,3.5,N,,,,4,4,N,2,5,,Electric,Standard,Standard,Optional,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,184,75,61,118,40,4920,860,,,,,,ipace
0,ford,edge,2020,79,84,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,7.7,4,3,22,15,31,"1,310",5,3,4,4,4,5,4,3,"2 front, 3 rear",2.9,3.8,16,89,4,52,129,137,4,3,58,41.5,3.5,59,29,2.5,N,,,,4,4,N,4,5,18.5,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,189,76,68,112,41,4250,950,3500,80,77,65,82,edge
0,ram,1500-classic,2020,68,74,3,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,7.1,5,1,15,10,21,"1,960",3,2,4,5,4,5,3,4,"3 front, 3 rear",2.8,4.7,15.5,94,2,47,141,154,3,3,65.5,41.5,7,65.5,31,2.5,N,,,,4,4,N,4,4,26,Regular,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Marginal,,Good,Good,Marginal,229,79,79,141,49,5495,1270,10050,89,81,78,81,1500classic
0,nissan,versa,2020,58,61,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,9.6,5,5,32,22,45,895,4,3,2,3,3,3,3,3,"2 front, 3 rear",3.7,6.5,17.5,81,4,53,130,143,1,3,53,41.5,4.5,52,27,1.5,N,,,,4,3,N,5,3,10.8,Regular,Standard,Standard,Standard,Standard,Standard,,Optional,Optional,Standard,Standard,Standard,Standard,Not offered,Standard front,Standard,Good,,,Good,,,177,69,57,103,36,2670,840,,,,,,versa
0,jaguar,xf,2020,59,83,2,3,"5 years/60,000 miles","5 years/60,000 miles",6 years/unlimited miles,"5 years/60,000 miles","5 years/60,000 miles",5,5.8,5,3,21,14,30,"1,585",5,3,5,4,5,4,5,2,"2 front, 3 rear",2.3,4.1,14.2,102,5,51,128,140,3,4,56.5,43,3.5,54,30.5,3.5,N,,,,4,3,N,3,5,19.5,Premium,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,195,78,58,117,39,4175,960,,,,,,xf
0,mitsubishi,mirage,2020,31,29,3,2,"5 years/60,000 miles","10 years/100,000 miles","7 years/100,000 miles",5 years/unlimited miles,,2,12.1,3,5,37,28,47,770,3,2,3,1,3,3,1,2,"2 front, 3 rear",4.4,7.3,19,75,2,53,138,145,2,2,51.5,40,4,50,26.5,2,N,,,,3,3,N,4,4,9.2,Regular,,,,,,,,,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,Good,Marginal,,Good,Good,Good,149,66,59,97,32,2085,825,,,,,,mirage
0,toyota,yaris,2020,65,60,4,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",3,10.3,4,5,35,24,48,815,3,4,3,3,3,2,3,3,"2 front, 3 rear",3.8,6.5,17.9,81,5,55,139,157,3,3,53,41.5,4,47,25,1.5,N,,,,4,2,N,3,3,11.6,Regular,,Standard,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,,Good,Good,Good,172,67,59,101,34,2420,850,,,,,,yaris
0,land-rover,discovery,2020,51,71,1,2,"4 years/50,000 miles","4 years/50,000 miles",6 years/unlimited miles,"4 years/50,000 miles",,4,7.3,5,1,17,12,24,"1,975",3,2,4,5,4,3,5,4,"2 front, 3 rear, 2 third",2.9,4.9,15.6,93,3,48,138,148,4,4,60.5,43,4.5,59.5,28,4.5,2,47.5,27,3.5,4,4,1,3,5,23.8,Premium,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,196,82,74,115,42,5405,1200,8200,,,,,discovery
0,volkswagen,arteon,2020,82,91,3,4,"4 years/50,000 miles","4 years/50,000 miles","7 years/100,000 miles","3 years/36,000 miles","2 years/20,000 miles",4,7.9,4,3,24,16,36,"1,380",5,4,4,4,4,4,4,5,"2 front, 3 rear",3.3,4.8,16.1,94,4,54,125,129,3,4,55.5,42.5,3,53.5,32.5,1.5,N,,,,4,3,N,5,5,17.4,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,191,74,57,112,40,3865,850,4850,,,,,arteon
0,lexus,es,2020,87,84,5,4,"4 years/50,000 miles","6 years/70,000 miles",6 years/unlimited miles,4 years/unlimited miles,"1 years/10,000 miles",4,6.9,5,4,25,16,38,"1,165",4,4,5,5,5,3,5,3,"2 front, 3 rear",3,4.2,15.4,97,4,53,132,139,2,4,55,43,2.5,52,31.5,2.5,N,,,,4,3,N,2,5,16,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Good,Good,Good,Good,196,73,57,113,40,3770,905,,88,92,65,92,es
0,mitsubishi,eclipse-cross,2020,52,57,3,2,"5 years/60,000 miles","10 years/100,000 miles","7 years/100,000 miles",5 years/unlimited miles,,3,9.9,4,3,24,17,31,"1,200",4,3,3,3,3,4,3,1,"2 front, 3 rear",3.6,6.1,17.6,80,3,53,132,134,3,3,56,41,4.5,54,29,2.5,N,,,,5,4,N,1,5,15.8,Regular,Optional,Optional,Optional,Optional,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,173,71,67,105,36,3515,825,2000,,,,,eclipsecross
0,hyundai,tucson,2020,67,75,3,2,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,9.6,5,3,22,15,32,"1,305",5,3,3,4,4,4,3,2,"2 front, 3 rear",3.4,4.9,17.3,83,4,53,130,138,3,4,56,41,5.5,54,27.5,4.5,N,,,,4,4,N,5,5,16.4,Regular,Standard,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,Good,Good,Good,Good,Good,Good,176,73,65,105,36,3520,970,1500,56,63,70,81,tucson
0,volvo,s90,2020,63,73,2,3,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",4,7.2,4,3,23,14,35,"1,485",4,3,3,4,5,4,5,3,"2 front, 3 rear",2.9,4.7,15.4,98,4,53,130,142,3,4,56,42,4,54.5,29,4,N,,,,4,4,N,2,5,15.9,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,200,74,57,121,39,4085,950,3500,76,83,59,93,s90
0,cadillac,xt5,2020,64,76,2,3,"4 years/50,000 miles","6 years/70,000 miles","4 years/50,000 miles","6 years/70,000 miles",1 year/1 visit,4,7.1,4,2,20,13,30,"1,425",4,3,3,5,4,4,5,3,"2 front, 3 rear",2.7,4.9,15.6,92,4,54,132,140,2,3,57.5,43.5,4,55,29,2,N,,,,5,4,N,2,5,22,Regular,Standard,Standard,Optional,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,,Good,Good,Good,190,75,66,113,42,4300,1620,3500,77,77,60,84,xt5
0,honda,clarity,2020,78,74,5,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,8.3,5,5,102,100,104,740,3,3,4,3,3,4,4,4,"2 front, 3 rear",3.5,5.2,16.6,86,3,53,141,145,3,3,59.5,40.5,4,55.5,30.5,2.5,N,,,,4,4,N,3,5,7,Regular,Standard,Standard,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,193,74,58,108,40,4045,850,,75,69,75,60,clarity
0,bmw,5-series,2020,73,94,2,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",4,7.2,5,4,26,16,40,"1,310",4,4,5,5,5,4,5,3,"2 front, 3 rear",2.9,4.9,15.5,95,4,53,130,141,1,4,58,43.5,4.5,55.5,30,3,N,,,,4,3,N,3,5,17.9,Premium,Standard,Standard,Optional,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & optional rear,Standard,Good,Good,Good,Good,Good,Good,195,74,58,117,42,3950,850,,86,84,50,86,5series
0,volvo,xc40,2020,72,71,4,5,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",4,7.3,4,3,24,16,33,"1,420",4,3,3,4,5,4,4,2,"2 front, 3 rear",2.9,4.9,15.6,94,4,54,132,135,4,4,56,41.5,3.5,55,27,3,N,,,,4,4,N,1,5,14.2,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,174,73,65,106,38,3785,925,3500,89,87,72,92,xc40
0,ram,1500,2020,58,83,1,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,7.1,5,1,17,11,24,"1,695",3,3,4,5,4,5,3,5,"2 front, 3 rear",2.7,4.8,15.4,94,3,48,137,150,3,4,65,42,6,65,33.5,5.5,N,,,,4,4,N,4,5,26,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Varies,Standard front,Standard,Good,Good,Good,Good,Good,Good,233,82,78,145,48,5355,1690,11340,89,91,63,93,1500
0,nissan,pathfinder,2020,68,72,3,1,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,7.7,5,2,18,13,25,"1,555",4,2,4,4,4,4,4,3,"2 front, 3 rear, 2 third",3.2,5.2,16,91,2,47,137,145,3,4,60,42,4.5,60,29.5,3,1,56,25.5,2,5,4,2,5,5,19.5,Regular,Standard,Standard,Standard,,,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Acceptable,Good,Good,Good,199,77,70,114,40,4505,1150,6000,70,70,60,68,pathfinder
0,audi,a8,2020,66,96,1,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,,5,6.1,5,3,21,13,33,"1,580",4,4,5,5,5,5,5,3,"2 front, 3 rear",2.4,3.4,14.5,101,4,54,133,142,2,4,58.5,43,5,57,36,4,N,,,,4,5,N,3,5,21.7,Premium,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,,,,,,,209,77,59,123,43,4810,970,,,,,,a8
0,jeep,renegade,2020,48,56,2,1,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,3,9.9,3,3,24,16,32,"1,225",4,3,2,3,3,3,3,2,"2 front, 3 rear",3.8,6.7,17.6,81,3,52,130,133,2,3,55,43,7,52.5,27,6,N,,,,4,3,N,4,5,12.7,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Acceptable,Good,Good,Good,167,71,66,101,37,3360,985,2000,46,42,46,69,renegade
0,mini,cooper,2020,79,80,4,3,,,,,,4,7.2,5,4,30,23,38,"1,110",5,4,3,3,4,1,4,2,"2 front, 2 rear",2.7,4.2,15.5,94,5,56,130,139,4,4,50.5,42.5,3,46,24,2.5,N,,,,4,2,N,3,5,10.5,Premium,Standard,Standard,,Standard,,,,,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,Good,Good,,Good,Good,Good,151,68,56,98,36,2775,770,,87,58,62,85,cooper
0,volvo,xc90,2020,63,84,1,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",4,7.7,5,2,20,14,28,"1,670",5,3,3,4,5,5,5,3,"2 front, 3 rear, 2 third",3.1,5,15.9,93,3,53,126,137,3,5,57,42,5,56,28,5,1,43,23.5,1,5,4,1,2,5,18.8,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,195,84,70,118,41,4595,1210,5000,77,83,56,90,xc90
0,honda,accord,2020,82,89,3,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,7.7,5,5,31,21,42,935,4,4,4,4,4,4,4,4,"2 front, 3 rear",3.1,5,16.1,91,4,55,135,142,4,4,57.5,42,4,55.5,32,3,N,,,,4,4,N,4,5,14.8,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,192,73,57,111,39,3155,850,1000,85,70,74,84,accord
0,ford,f-250,2020,48,53,2,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,8.1,4,1,15,10,20,"2,055",1,1,2,3,4,5,4,5,"3 front, 3 rear",3.4,5.6,16.4,91,1,47,155,170,3,3,66.5,43,4.5,65.5,34.5,3.5,N,,,,2,2,N,4,5,34,Diesel,Optional,Optional,Optional,Optional,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,,,,,,,250,80,82,160,56,7655,2175,15000,81,72,52,86,f250
0,hyundai,ioniq,2020,71,67,4,4,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,9.9,4,5,52,42,60,555,2,3,4,3,4,3,3,4,"2 front, 3 rear",3.5,6.2,17.5,81,3,52,144,160,4,4,55,42,5,51.5,27,2.5,N,,,,4,3,N,5,5,11.9,Regular,Standard,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,176,72,57,106,36,3070,850,,72,57,81,77,ioniq
0,buick,encore,2020,71,69,4,2,,,,,,2,11,4,3,23,16,32,"1,250",5,4,4,4,4,3,4,2,"2 front, 3 rear",3.8,6.7,18.3,77,3,55,127,134,3,3,53,42,4,49,25.5,4,N,,,,4,4,N,4,4,14,Regular,Optional,,,,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Acceptable,Good,Good,Good,168,70,65,101,38,3355,945,,60,65,67,77,encore
0,infiniti,q50,2020,71,85,2,2,"4 years/60,000 miles","6 years/70,000 miles",7 years/unlimited miles,4 years/unlimited miles,,5,5.7,5,3,22,14,32,"1,525",5,4,4,4,4,3,5,2,"2 front, 3 rear",2.4,4.2,14.2,103,4,56,126,131,3,4,55.5,41.5,3.5,54.5,28,2,N,,,,4,3,N,3,5,20,Premium,Standard,Standard,Standard,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,,,Good,Good,Good,190,72,57,112,39,3875,900,,84,69,58,83,q50
